speaker,cg,generation,sampler,sampled_w_idx,selected_u,speaker_belief,listener_belief,location_pref,name,school/company,major,w_idx,cg_prob
b,shared,2,threshold,3,They study a science,0.009345794392523364,0.009345794392523364,outdoor,Gwen,University of New Orleans,German,4,0.11830819284235433
b,shared,2,threshold,3,They study a science,0.009345794392523364,0.009345794392523364,indoor,Diana,University of New Orleans,German,5,0.11830819284235433
b,shared,2,threshold,3,They study a science,0.009345794392523364,0.009345794392523364,outdoor,Felicity,University of New Orleans,Astronomy,6,0.1301178861293229
b,shared,2,threshold,3,They study a science,0.009345794392523364,0.009345794392523364,indoor,Tara,University of New Orleans,Astronomy,7,0.1301178861293229
a,shared,3,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,outdoor,Nancy,University of New Orleans,German,0,0.1260827166075989
a,shared,3,threshold,1,They study a humanity,0.009345794392523364,0.9345794392523364,indoor,Sally,University of New Orleans,German,1,0.1260827166075989
a,shared,3,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,outdoor,Katie,University of New Orleans,Astronomy,2,0.1255113102623229
a,shared,3,threshold,1,They study a humanity,0.9345794392523364,0.009345794392523364,indoor,Ina,University of New Orleans,Astronomy,3,0.1255113102623229
a,shared,3,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,outdoor,Gwen,University of New Orleans,German,4,0.12448417681643739
a,shared,3,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,indoor,Diana,University of New Orleans,German,5,0.12448417681643739
a,shared,3,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,outdoor,Felicity,University of New Orleans,Astronomy,6,0.12392179631364086
a,shared,3,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,indoor,Tara,University of New Orleans,Astronomy,7,0.12392179631364086
b,shared,4,threshold,3,They study a science,0.009345794392523364,0.009345794392523364,outdoor,Nancy,University of New Orleans,German,0,0.12007877772152276
b,shared,4,threshold,3,They study a science,0.9345794392523364,0.009345794392523364,indoor,Sally,University of New Orleans,German,1,0.12007877772152276
b,shared,4,threshold,3,They study a science,0.009345794392523364,0.009345794392523364,outdoor,Katie,University of New Orleans,Astronomy,2,0.1315368791374541
b,shared,4,threshold,3,They study a science,0.009345794392523364,0.9345794392523364,indoor,Ina,University of New Orleans,Astronomy,3,0.1315368791374541
b,shared,4,threshold,3,They study a science,0.009345794392523364,0.009345794392523364,outdoor,Gwen,University of New Orleans,German,4,0.11855635887279753
b,shared,4,threshold,3,They study a science,0.009345794392523364,0.009345794392523364,indoor,Diana,University of New Orleans,German,5,0.11855635887279753
b,shared,4,threshold,3,They study a science,0.009345794392523364,0.009345794392523364,outdoor,Felicity,University of New Orleans,Astronomy,6,0.12982798426822564
b,shared,4,threshold,3,They study a science,0.009345794392523364,0.009345794392523364,indoor,Tara,University of New Orleans,Astronomy,7,0.12982798426822564
a,shared,5,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,outdoor,Nancy,University of New Orleans,German,0,0.12636313746709407
a,shared,5,threshold,1,They study a humanity,0.009345794392523364,0.9345794392523364,indoor,Sally,University of New Orleans,German,1,0.12636313746709407
a,shared,5,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,outdoor,Katie,University of New Orleans,Astronomy,2,0.12527321822614676
a,shared,5,threshold,1,They study a humanity,0.9345794392523364,0.009345794392523364,indoor,Ina,University of New Orleans,Astronomy,3,0.12527321822614676
a,shared,5,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,outdoor,Gwen,University of New Orleans,German,4,0.12471794500368713
a,shared,5,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,indoor,Diana,University of New Orleans,German,5,0.12471794500368713
a,shared,5,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,outdoor,Felicity,University of New Orleans,Astronomy,6,0.12364569930307204
a,shared,5,threshold,1,They study a humanity,0.009345794392523364,0.009345794392523364,indoor,Tara,University of New Orleans,Astronomy,7,0.12364569930307204
undefined
